OBJECTID,quadrat,tag,StemTag,sp,lx,ly,dbh_2018,hom,codes_2018,status_2018,status_2022,comment_2022,mortality,census_status,tree_type,NAD83_X,NAD83_Y,personnel_list,personnel,date_measured,dbh_2023,status_currentCensus,codes_2023,code_choices,notes_currentCensus,DBH check,living_status,crown_position,crown_intact,crown_living,fad,fad_choices,lean_angle,wounded_main_stem,rotting_trunk,canker_swelling_deformity,dead_with_resprout,crown_check,GlobalID,CreationDate,Creator,EditDate,Editor,species,liana_load,multi stemmed,dbh_2018_mm,numeric_tag,hom_alert,lean_direction,comment_mortality,x,y
52771,1910,191187,1,libe,,,,1.3,,,,,,1,recruit,,,IK,IK,8/4/2023 2:23:06 PM,13,LI,,,,,,,,,,,,,,,,,a7493795-5276-4e64-9b6e-d8833c23c946,8/4/2023 2:23:07 PM,shuej21,8/4/2023 2:23:07 PM,shuej21,libe,0,,,191187,,,,-78.1433459149914,38.8922525912023
52772,2006,204928,1,libe,,,,1.3,,,,,,1,recruit,,,IK,IK,8/4/2023 7:15:53 PM,11,LI,,,,,,,,,,,,,,,,,cec41fa3-90a5-4585-933d-b44061fb78b8,8/4/2023 7:15:54 PM,shuej21,8/4/2023 7:15:54 PM,shuej21,libe,0,,,204928,,,,-78.1433125767652,38.8916155179625
52773,2006,204930,1,libe,,,,1.3,,,,,,1,recruit,,,IK,IK,8/4/2023 7:20:21 PM,15,LI,,,,,,,,,,,,,,,,,6bb79864-3f63-4fa6-ac3f-4a7b42692e9b,8/4/2023 7:20:23 PM,shuej21,8/4/2023 7:20:23 PM,shuej21,libe,0,,,204930,,,,-78.1433262643908,38.8916175323296
52774,2003,204885,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,8/4/2023 7:11:56 PM,11,LI,,,,,,,,,,,,,,,,,1475630e-9508-4bd4-ba8b-4960c0d792fd,8/4/2023 7:11:57 PM,shuej21,8/4/2023 7:11:57 PM,shuej21,libe,0,,,204885,,,,-78.1432644432871,38.8910391355149
52775,2002,204903,1,libe,,,,1.3,,,,,,1,recruit,,,RH,RH,8/4/2023 5:44:36 PM,10,LI,,,,,,,,,,,,,,,,,b7774c8f-5f0b-4036-a5e3-ea738da3b56d,8/4/2023 5:44:37 PM,shuej21,8/4/2023 5:44:37 PM,shuej21,libe,0,,,204903,,,,-78.1432445554981,38.8909292980752
52776,2001,204873,1,libe,,,,1.3,,,,,,1,recruit,,,KB,KB,8/7/2023 3:51:24 PM,16,LI,,,,,,,,,,,,,,,,,8f04fd45-3c08-4bb5-a796-58ee558578ba,8/7/2023 3:51:26 PM,shuej21,8/7/2023 3:51:26 PM,shuej21,libe,0,,,204873,,,,-78.1432523717503,38.8907194499286
52777,2001,204874,1,libe,,,,1.3,,,,,,1,recruit,,,KB,KB,8/7/2023 6:08:36 PM,19,LI,,,,,,,,,,,,,,,,,e511d4d1-6030-46b9-9cc1-0f4140083c22,8/7/2023 6:08:39 PM,shuej21,8/7/2023 6:08:39 PM,shuej21,libe,0,,,204874,,,,-78.143224165557,38.8907260105102
52778,2006,204931,1,libe,,,,1.3,,,,,,1,recruit,,,IK,IK,8/7/2023 5:45:20 PM,10,LI,,,,,,,,,,,,,,,,,35f779e7-8aab-473f-b9b8-73eb3ba34c2f,8/7/2023 5:45:22 PM,shuej21,8/7/2023 5:45:22 PM,shuej21,libe,0,,,204931,,,,-78.1431718377608,38.8914946446767
52779,2006,204929,1,libe,,,,1.3,,,,,0,1,recruit,,,IK,IK,8/7/2023 6:34:02 PM,14,LI,,,,,,,,,,,,,,,,,652d4ae2-4ef5-4cad-8bda-a6ca1e2fac11,8/7/2023 6:34:04 PM,shuej21,8/7/2023 6:34:04 PM,shuej21,libe,0,,,204929,,,,-78.1431999109969,38.8915933620207
52780,2006,204932,1,libe,,,,1.3,,,,,,1,recruit,,,IK,IK,8/7/2023 6:40:20 PM,10,LI,,,,,,,,,,,,,,,,,f96b2030-9bbf-4a08-ae8f-bde94e8dcc32,8/7/2023 6:40:22 PM,shuej21,8/7/2023 6:40:22 PM,shuej21,libe,0,,,204932,,,,-78.1431713104436,38.8915947275382
52781,2005,204747,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/7/2023 2:00:19 PM,14,LI,,CL,,,,,,,,,,,,,,,e5f7e7d0-28ac-4f41-badf-af7c6b93720e,8/7/2023 1:59:49 PM,shuej21,8/7/2023 2:00:26 PM,shuej21,libe,0,,,204747,,,,-78.143214180746,38.891351704676
52782,2005,204748,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/7/2023 2:30:40 PM,14,LI,,,,,,,,,,,,,,,,,8a6c9f81-2ee6-4d5c-99e5-10b2a74d1bd3,8/7/2023 2:30:42 PM,shuej21,8/7/2023 2:30:42 PM,shuej21,libe,0,,,204748,,,,-78.1431799612298,38.8913946273986
52783,2005,204749,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/7/2023 3:39:04 PM,13,LI,M,M,,,,,,,,,,,,,,,57564819-20cb-41a3-91be-d5fdb4a8a532,8/7/2023 3:39:06 PM,shuej21,8/7/2023 3:39:06 PM,shuej21,libe,0,,,204749,,,,-78.1431154756861,38.8914094132123
52784,2005,204750,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/7/2023 3:48:10 PM,20,LI,,,,,,,,,,,,,,,,,dfd62aac-9f3d-4632-b46f-4edca637ac1d,8/7/2023 3:48:11 PM,shuej21,8/7/2023 3:48:11 PM,shuej21,libe,0,,,204750,,,,-78.1431058780882,38.8914164337991
52785,2005,204751,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/7/2023 3:54:58 PM,12,LI,,,,,,,,,,,,,,,,,d1a8ea6a-5998-4815-938c-1b39901655ea,8/7/2023 3:55:00 PM,shuej21,8/7/2023 3:55:00 PM,shuej21,libe,0,,,204751,,,,-78.1431182371042,38.891445677499
52786,2005,204752,1,libe,,,,,,,,,,1,recruit,,,CT,CT,8/7/2023 5:19:08 PM,11,LI,,,,,,,,,,,,,,,,,53cae4a5-d311-456a-be6f-c46f08153956,8/7/2023 5:19:10 PM,shuej21,8/7/2023 5:19:10 PM,shuej21,libe,0,,,204752,,,,-78.143174989055,38.8914133860238
52787,2005,204753,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/7/2023 6:23:08 PM,10,LI,,,,,,,,,,,,,,,,,78185e1f-ec9a-4446-bafa-93ed17db5f7e,8/7/2023 6:23:09 PM,shuej21,8/7/2023 6:23:09 PM,shuej21,libe,0,,,204753,,,,-78.1431642739502,38.8914673202779
52788,2005,204754,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/7/2023 6:51:33 PM,11,LI,,,,,,,,,,,,,,,,,3708938c-465c-45b3-aa78-1dcc712e4fa2,8/7/2023 6:51:35 PM,shuej21,8/7/2023 6:51:35 PM,shuej21,libe,0,,,204754,,,,-78.1432085024902,38.8914566324375
52789,2003,204886,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,8/8/2023 3:09:13 PM,18,LI,,,,,,,,,,,,,,,,,4a2d516f-36df-4c2a-a0e5-c01a1ddc0c45,8/8/2023 3:09:17 PM,shuej21,8/8/2023 3:09:17 PM,shuej21,libe,0,,,204886,,,,-78.1431973175931,38.8910941349251
52790,2002,204875,1,libe,,,,1.3,,,,,,1,recruit,,,KB,KB,8/8/2023 2:18:49 PM,40,LI,M,M,,,,,,,,,,,,,,,871c3752-de50-4546-a156-66f3702a336d,8/8/2023 2:18:51 PM,shuej21,8/8/2023 2:18:51 PM,shuej21,libe,0,,,204875,,,,-78.1431463382295,38.8908877084354
52791,2005,204755,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/8/2023 1:21:32 PM,11,LI,,,,,,,,,,,,,,,,,97d2d2b4-656a-4483-8ed4-9fc7af0ded28,8/8/2023 1:21:33 PM,shuej21,8/8/2023 1:21:33 PM,shuej21,libe,0,,,204755,,,,-78.1432529987257,38.8914839260775
52792,2005,204756,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/8/2023 1:40:07 PM,10,LI,,,,,,,,,,,,,,,,,514880be-e537-459a-8bf2-0e2dceb29802,8/8/2023 1:40:08 PM,shuej21,8/8/2023 1:40:08 PM,shuej21,libe,0,,,204756,,,,-78.1433142566228,38.8914813565516
52793,2005,204757,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/8/2023 2:25:05 PM,10,LI,,,,,,,,,,,,,,,,,93c291eb-cd24-4379-b8e1-81785eaeb0cb,8/8/2023 2:25:06 PM,shuej21,8/8/2023 2:25:06 PM,shuej21,libe,0,,,204757,,,,-78.1432603747941,38.8914233781798
52794,2005,204758,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/8/2023 2:32:38 PM,10,LI,,,,,,,,,,,,,,,,,f8263fad-2613-43a2-aa46-ca44fdc6c878,8/8/2023 2:32:39 PM,shuej21,8/8/2023 2:32:39 PM,shuej21,libe,0,,,204758,,,,-78.1432617303498,38.8914485511825
52795,2008,204759,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/8/2023 3:14:44 PM,11,LI,,,,,,,,,,,,,,,,,92c8fb5c-b36f-408b-8c6e-5a4f93bece14,8/8/2023 3:14:45 PM,shuej21,8/8/2023 3:14:45 PM,shuej21,libe,0,,,204759,,,,-78.1432874383021,38.8918670623205
52796,2008,204760,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/8/2023 3:22:07 PM,21,LI,,,,,,,,,,,,,,,,,a9d44bf0-aa6f-4310-a309-877115fc8930,8/8/2023 3:22:11 PM,shuej21,8/8/2023 3:22:11 PM,shuej21,libe,0,,,204760,,,,-78.14329541444,38.8918833177306
52797,2008,204762,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/8/2023 3:41:51 PM,22,LI,,,,,,,,,,,,,,,,,0808ba76-85f9-4c1f-bf6c-b14f542a205b,8/8/2023 3:41:52 PM,shuej21,8/8/2023 3:41:52 PM,shuej21,libe,0,,,204762,,,,-78.1432785485742,38.8919088066023
52798,2004,205370,1,libe,,,,,,,,,,1,recruit,,,EM,EM,8/8/2023 2:18:14 PM,10,LI,,,,,,,,,,,,,,,,,cd177bfa-df9e-4a26-afb8-c1181e46ef30,8/8/2023 2:18:16 PM,shuej21,8/8/2023 2:18:16 PM,shuej21,libe,0,,,205370,,,,-78.1431764398444,38.8912462803303
52799,2007,205371,1,libe,,,,,,,,,,1,recruit,,,EM,EM,8/8/2023 3:43:09 PM,17,LI,,,,,,,,,,,,,,,,,6efe930b-b030-4ee9-8075-61de5e163d15,8/8/2023 3:43:15 PM,shuej21,8/8/2023 3:43:15 PM,shuej21,libe,0,1,,205371,,,,-78.1431351173173,38.8918272191
52800,2006,204933,1,libe,,,,1.3,,,,,,1,recruit,,,IK,IK,8/9/2023 1:31:46 PM,11,LI,,,,,,,,,,,,,,,,,2889de22-b6a5-4461-a774-e8879e05fcf0,8/9/2023 1:31:47 PM,shuej21,8/9/2023 1:31:47 PM,shuej21,libe,0,,,204933,,,,-78.1431622060197,38.8916153690293
52801,2006,204934,1,libe,,,,1.3,,,,,,1,recruit,,,IK,IK,8/9/2023 1:41:56 PM,1,LI,,,,New recruits must be 10 mm DBH or larger,,,,,,,,,,,,,e664bc17-29aa-43be-841e-c1d09afd58bc,8/9/2023 1:41:58 PM,shuej21,8/9/2023 1:41:58 PM,shuej21,libe,0,,,204934,,,,-78.1431865494546,38.8916700177029
52802,2006,204926,1,libe,,,,1.3,,,,,0,1,recruit,,,IK,IK,8/9/2023 1:45:58 PM,14,LI,,,,,,,,,,,,,,,,,48fcd2da-d109-47d4-b9be-5a7e8361302e,8/9/2023 1:45:59 PM,shuej21,8/9/2023 1:45:59 PM,shuej21,libe,0,,,204926,,,,-78.1431678357572,38.8916572435088
52803,2006,204935,1,libe,,,,1.3,,,,,,1,recruit,,,IK,IK,8/9/2023 6:41:32 PM,12,LI,,,,,,,,,,,,,,,,,35eecc78-1310-4568-937d-af866c98cd29,8/9/2023 6:41:34 PM,shuej21,8/9/2023 6:41:34 PM,shuej21,libe,0,,,204935,,,,-78.1431188829891,38.891501166031
52804,2009,204936,1,libe,,,,1.3,,,,,0,1,recruit,,,IK,IK,8/9/2023 7:41:00 PM,11,LI,,,,,,,,,,,,,,,,,8daffbae-268e-4399-99b0-d9df286854eb,8/9/2023 7:41:01 PM,shuej21,8/9/2023 7:41:01 PM,shuej21,libe,0,,,204936,,,,-78.1431429631838,38.8920913557382
52805,2010,204887,1,astr,,,,1.3,,,,,,1,recruit,,,CP,CP,8/10/2023 3:17:36 PM,11,LI,,,,,,,,,,,,,,,,,66ace207-0b31-4689-9140-5ebaf04012b1,8/10/2023 3:17:38 PM,shuej21,8/10/2023 3:17:38 PM,shuej21,astr,0,,,204887,,,,-78.1431173944356,38.8922205042446
52806,2007,205372,1,libe,,,,,,,,,,1,recruit,,,EM,EM,8/10/2023 1:55:45 PM,16,LI,,,,,,,,,,,,,,,,,7939ec0d-799a-416c-bf18-f3a60340c3d4,8/10/2023 1:55:46 PM,shuej21,8/10/2023 1:55:46 PM,shuej21,libe,0,,,205372,,,,-78.143101735933,38.8918057057812
52807,2007,205373,1,libe,,,,,,,,,,1,recruit,,,EM,EM,8/10/2023 3:45:28 PM,13,LI,,,,,,,,,,,,,,,,,ffcea545-304b-4c55-9ccc-d780aa8d624c,8/10/2023 3:45:31 PM,shuej21,8/10/2023 3:45:31 PM,shuej21,libe,0,,,205373,,,,-78.1431634537705,38.8917538427831
52808,2002,204876,1,libe,,,,1.3,,,,,0,1,recruit,,,KB,KB,8/10/2023 2:18:00 PM,17,LI,,,,,,,,,,,,,,,,,495da278-d146-4f52-b1ec-b4df511ee453,8/10/2023 2:18:07 PM,shuej21,8/10/2023 2:18:07 PM,shuej21,libe,0,,,204876,,,,-78.1431507866841,38.8909090982732
52809,1601,161279,1,libe,,,,1.3,,,,,,1,recruit,,,KB,KB,8/10/2023 6:36:13 PM,28,LI,M,M,,,,,,,,,,,,,,,68c9d168-87d6-45e4-bc5c-51e5de7ca3e8,8/10/2023 6:36:16 PM,shuej21,8/10/2023 6:36:16 PM,shuej21,libe,0,,,161279,,,,-78.1442565927113,38.8906322255551
52810,2009,204937,1,astr,,,,1.3,,,,,,1,recruit,,,IK,IK,8/10/2023 2:18:53 PM,12,LI,,,,,,,,,,,,,,,,,aebdc1fa-9a19-49a6-a487-448d5e4c018f,8/10/2023 2:18:58 PM,shuej21,8/10/2023 2:18:58 PM,shuej21,astr,0,,,204937,,,,-78.1430974239968,38.8921870678546
52811,2009,204938,1,astr,,,,1.3,,,,,,1,recruit,,,IK,IK,8/10/2023 2:25:19 PM,12,LI,,,,,,,,,,,,,,,,,8aacfed8-4467-4643-86cb-d53293d1d59a,8/10/2023 2:25:20 PM,shuej21,8/10/2023 2:25:20 PM,shuej21,astr,0,,,204938,,,,-78.1431150121048,38.8922106723172
52812,2009,204939,1,libe,,,,1.3,,,,,,1,recruit,,,IK,IK,8/10/2023 3:32:14 PM,10,LI,,,,,,,,,,,,,,,,,e222e3e4-6052-428e-aefc-55c06de37055,8/10/2023 3:32:15 PM,shuej21,8/10/2023 3:32:15 PM,shuej21,libe,0,,,204939,,,,-78.1432175215326,38.8920929156236
52813,2008,204763,1,libe,,,,,,,,,,1,recruit,,,CT,CT,8/10/2023 3:05:22 PM,16,LI,M,M,,,,,,,,,,,,,,,bac24831-8ab7-4f91-b698-401fde320d4b,8/10/2023 2:54:24 PM,shuej21,8/10/2023 3:05:46 PM,shuej21,libe,0,,,204763,,,,-78.1431834538454,38.8919176652993
52814,2008,204764,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/10/2023 3:05:13 PM,17,LI,,,,,,,,,,,,,,,,,3227ef0e-20f6-4f13-9920-5ac58b9154e6,8/10/2023 3:05:14 PM,shuej21,8/10/2023 3:05:14 PM,shuej21,libe,0,,,204764,,,,-78.1431648820814,38.891910648956
52815,2008,204765,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/10/2023 3:20:31 PM,10,LI,L,L,,,,,,,,,,,,,,,c6b9ff25-1e39-4fa0-8695-d27b7588f709,8/10/2023 3:19:24 PM,shuej21,8/10/2023 3:20:37 PM,shuej21,libe,0,,,204765,,,,-78.1431939398786,38.891884277711
52816,2010,204888,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,8/11/2023 1:59:45 PM,15,LI,,,,,,,,,,,,,,,,,a2b6ec73-917c-4a2a-8f4b-5a9e4950c5b2,8/11/2023 1:59:47 PM,shuej21,8/11/2023 1:59:47 PM,shuej21,libe,0,,,204888,,,,-78.1432482043649,38.8923313730844
52817,2010,204889,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,8/11/2023 2:10:51 PM,20,LI,M,M,,,,,,,,,,,,,,,7c0381b7-824f-4726-9a9a-ed37323280af,8/11/2023 2:10:52 PM,shuej21,8/11/2023 2:10:52 PM,shuej21,libe,0,,,204889,,,,-78.1432908886993,38.892352919106
52818,2010,204890,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,8/11/2023 3:50:03 PM,13,LI,,,,,,,,,,,,,,,,,059fa224-2e26-42fa-a741-7e1c7e1fdd62,8/11/2023 3:50:05 PM,shuej21,8/11/2023 3:50:05 PM,shuej21,libe,0,,,204890,,,,-78.1431059570785,38.8923861225822
52819,2010,204891,1,astr,,,,1.3,,,,,,1,recruit,,,CP,CP,8/11/2023 3:53:58 PM,16,LI,,,,,,,,,,,,,,,,,924c06f6-f2a0-41fb-8088-a24104486298,8/11/2023 3:54:00 PM,shuej21,8/11/2023 3:54:00 PM,shuej21,astr,0,,,204891,,,,-78.1431127168986,38.8923902421654
52820,1601,161263,1,libe,,,,1.3,,,,,,1,recruit,,,KB,KB,8/11/2023 2:42:05 PM,12,LI,,,,,,,,,,,,,,,,,3ef34571-1c74-4a17-8e6e-c28c3f58c44e,8/11/2023 2:42:06 PM,shuej21,8/11/2023 2:42:06 PM,shuej21,libe,0,,,161263,,,,-78.1440654824794,38.8906717617849
52821,1601,161264,1,libe,,,,1.3,,,,,,1,recruit,,,KB,KB,8/11/2023 2:45:53 PM,16,LI,M,M,,,,,,,,,,,,,,,3ea60a45-0ad3-448b-89f0-38290d824204,8/11/2023 2:45:59 PM,shuej21,8/11/2023 2:45:59 PM,shuej21,libe,0,,,161264,,,,-78.1440623761056,38.8906805730942
52822,1601,161280,1,libe,,,,1.3,,,,,,1,recruit,,,KB,KB,8/11/2023 3:09:16 PM,15,LI,,,,,,,,,,,,,,,,,49b8e348-ec54-45e0-b158-36e8cc0b0802,8/11/2023 3:09:18 PM,shuej21,8/11/2023 3:09:18 PM,shuej21,libe,0,,,161280,,,,-78.1441122918774,38.8906780797516
52823,1602,161278,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/11/2023 5:35:28 PM,12,LI,,,,,,,,,,,,,,,,,84252c34-f08d-44d7-9905-153868c0dbf7,8/11/2023 5:35:31 PM,shuej21,8/11/2023 5:35:31 PM,shuej21,libe,0,,,161278,,,,-78.1442487764556,38.8908977104933
52824,1603,163774,1,libe,,,,,,,,,,1,recruit,,,EM,EM,8/11/2023 1:42:12 PM,14,LI,,,,,,,,,,,,,,,,,1537075e-b44e-419a-b2db-c8f68a071706,8/11/2023 1:42:15 PM,shuej21,8/11/2023 1:42:15 PM,shuej21,libe,0,,,163774,,,,-78.1440918875321,38.8909649172814
52825,1603,163775,1,libe,,,,,,,,,,1,recruit,,,EM,EM,8/11/2023 2:00:24 PM,18,LI,,,,,,,,,,,,,,,,,6ab30065-0073-4d5d-a68c-917024d8f87b,8/11/2023 2:00:26 PM,shuej21,8/11/2023 2:00:26 PM,shuej21,libe,0,,,163775,,,,-78.1440807807637,38.8909913042507
52826,1501,151201,1,libe,,,,1.3,,,,,,1,recruit,,,IK,IK,8/11/2023 2:08:59 PM,25,LI,,,,,,,,,,,,,,,,,fab02d66-9e15-476b-9288-2ebcd4dceae5,8/11/2023 2:09:01 PM,shuej21,8/11/2023 2:09:01 PM,shuej21,libe,0,,,151201,,,,-78.1444305064896,38.8907411733803
52827,1501,151638,1,libe,,,,1.3,,,,,,1,recruit,,,IK,IK,8/11/2023 2:23:50 PM,12,LI,,,,,,,,,,,,,,,,,1d982e01-acb1-4d02-84c9-7ff4b7bd37ba,8/11/2023 2:23:52 PM,shuej21,8/11/2023 2:23:52 PM,shuej21,libe,0,,,151638,,,,-78.1444873177281,38.8907272537345
52828,1501,151639,1,libe,,,,1.3,,,,,0,1,recruit,,,IK,IK,8/11/2023 2:53:12 PM,12,LI,,,,,,,,,,,,,,,,,1464b288-b0e7-4d13-acb2-479b24d21aa5,8/11/2023 2:53:14 PM,shuej21,8/11/2023 2:53:14 PM,shuej21,libe,0,,,151639,,,,-78.1444554715648,38.8906956415508
52829,1501,151640,1,libe,,,,1.3,,,,,0,1,recruit,,,IK,IK,8/11/2023 3:02:37 PM,13,LI,,,,,,,,,,,,,,,,,7739d4ff-e93f-4d2b-8277-229af65ea139,8/11/2023 3:02:40 PM,shuej21,8/11/2023 3:02:40 PM,shuej21,libe,0,,,151640,,,,-78.144487742634,38.890680282943
52830,1501,151641,1,libe,,,,1.3,,,,,,1,recruit,,,IK,IK,8/11/2023 3:35:27 PM,17,LI,,,,,,,,,,,,,,,,,0f15695a-f30d-454d-98be-3ce7044673c8,8/11/2023 3:35:29 PM,shuej21,8/11/2023 3:35:29 PM,shuej21,libe,0,,,151641,,,,-78.1444379876618,38.8906644383851
52831,1501,151642,1,libe,,,,1.3,,,,,,1,recruit,,,IK,IK,8/11/2023 5:52:30 PM,13,LI,,,,,,,,,,,,,,,,,054a1deb-736c-4eb2-ae1a-6ac393384a86,8/11/2023 5:52:31 PM,shuej21,8/11/2023 5:52:31 PM,shuej21,libe,0,,,151642,,,,-78.1444810951053,38.8906433910832
52832,1501,151643,1,libe,,,,1.3,,,,,,1,recruit,,,IK,IK,8/11/2023 6:13:46 PM,15,LI,,,,,,,,,,,,,,,,,b438bc74-4143-4001-bead-05e866ac285c,8/11/2023 6:13:47 PM,shuej21,8/11/2023 6:13:47 PM,shuej21,libe,0,,,151643,,,,-78.1444855363753,38.8906334463667
52833,1501,151644,1,libe,,,,1.3,,,,,,1,recruit,,,IK,IK,8/11/2023 6:19:39 PM,18,LI,DV,DV,,,,,,,,,,,,,,,8f04b1b1-ed3c-41ca-acee-60a5a2f53226,8/11/2023 6:19:40 PM,shuej21,8/11/2023 6:19:40 PM,shuej21,libe,0,,,151644,,,,-78.1444838771881,38.8906247860785
52834,1402,141346,1,libe,,,,1.3,,,,,,1,recruit,,,RH,RH,8/14/2023 6:21:01 PM,12,LI,M,M,,,,,,,,,,,,,,,1b328dd5-e9d2-4690-963d-3ad09511a440,8/14/2023 6:21:08 PM,shuej21,8/14/2023 6:21:20 PM,shuej21,libe,0,,,141346,,,,-78.1446962963366,38.8907997025861
52835,1602,161273,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/14/2023 6:29:58 PM,12,LI,,,,,,,,,,,,,,,,,abadc505-309e-4aa1-8073-943871f74cf3,8/14/2023 6:29:59 PM,shuej21,8/14/2023 6:29:59 PM,shuej21,libe,0,,,161273,,,,-78.1441359525864,38.890833133314
52836,1602,161272,1,libe,,,,1.3,,,,,,1,recruit,,,CT,CT,8/14/2023 6:43:37 PM,13,LI,,,,,,,,,,,,,,,,,4262f39c-d4bb-4b80-84d3-cb422bc153e2,8/14/2023 6:43:39 PM,shuej21,8/14/2023 6:43:39 PM,shuej21,libe,0,,,161272,,,,-78.1440981613743,38.8908044480201
52837,1602,161262,1,libe,,,,1.3,,,,,,1,recruit,,,KB,KB,8/14/2023 5:42:19 PM,21,LI,,,,,,,,,,,,,,,,,5e9c6fa2-4ae0-44b0-a036-b21bd8a58b52,8/14/2023 5:42:21 PM,shuej21,8/14/2023 5:42:21 PM,shuej21,libe,0,,,161262,,,,-78.1442565172435,38.8907780463039
52838,1501,151645,1,libe,,,,1.3,,,,,,1,recruit,,,IK,IK,8/14/2023 6:03:08 PM,12,LI,,,,,,,,,,,,,,,,,da4d83e6-e263-4c52-a8da-2a35dc902970,8/14/2023 6:03:09 PM,shuej21,8/14/2023 6:03:09 PM,shuej21,libe,0,,,151645,,,,-78.1444217829561,38.8906842529936
52839,1601,161268,1,libe,,,,1.3,,,,,,1,recruit,,,KB,KB,8/16/2023 2:52:29 PM,16,LI,,,,,,,,,,,,,,,,,594e2ed0-d469-4050-9269-f10f264f20fc,8/16/2023 2:45:51 PM,shuej21,8/16/2023 2:52:33 PM,shuej21,libe,0,,,161268,,,,-78.1441417790626,38.890754284741
52840,1601,161274,1,libe,,,,1.3,,,,,,1,recruit,,,KB,KB,8/16/2023 3:29:19 PM,25,LI,,,,,,,,,,,,,,,,,54ed42a9-e3b9-4912-a6cb-d964f7900dba,8/16/2023 3:29:22 PM,shuej21,8/16/2023 3:29:22 PM,shuej21,libe,0,,,161274,,,,-78.1441536826336,38.8907725506012
52841,1502,151646,1,libe,,,,1.3,,,,,,1,recruit,,,KB,KB,8/16/2023 7:55:26 PM,11,LI,,,,,,,,,,,,,,,,,55ce2d2f-23d7-4eda-9530-01185a9d23b4,8/16/2023 7:55:27 PM,shuej21,8/16/2023 7:55:27 PM,shuej21,libe,0,,,151646,,,,-78.1444356457461,38.8907979881423
52842,1401,141374,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,8/16/2023 2:05:48 PM,12,LI,,,,,,,,,,,,,,,,,5a27f226-dd49-4003-b39b-5daae54ffa24,8/16/2023 2:05:49 PM,shuej21,8/16/2023 2:05:49 PM,shuej21,libe,0,,,141374,,,,-78.1446132444309,38.8906174640629
52843,1401,141375,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,8/16/2023 2:15:07 PM,17,LI,,,,,,,,,,,,,,,,,28b0d1cf-eb68-47d8-90f5-c5d870a51cec,8/16/2023 2:13:49 PM,shuej21,8/16/2023 2:15:19 PM,shuej21,libe,0,,,141375,,,,-78.1445912842224,38.8906147574593
52844,1401,141376,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,8/16/2023 2:35:54 PM,15,LI,L,L,,,,,,,,,,,,,,,3017ebe4-78c4-4f57-89bd-0e7667c89212,8/16/2023 2:35:55 PM,shuej21,8/16/2023 2:35:55 PM,shuej21,libe,0,,,141376,,,,-78.1446095289989,38.8906349279756
52845,1401,141377,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,8/16/2023 3:04:48 PM,19,LI,M,M,,,,,,,,,,,,,,,3ea743a1-68ce-4186-8b56-ad60efebe438,8/16/2023 3:04:49 PM,shuej21,8/16/2023 3:04:49 PM,shuej21,libe,0,,,141377,,,,-78.14453885137,38.8906493531604
52846,1401,141378,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,8/16/2023 6:47:54 PM,13,LI,,,,,,,,,,,,,,,,,08afffc5-160f-454e-8dd1-80715fcf7d5c,8/16/2023 6:47:55 PM,shuej21,8/16/2023 6:47:55 PM,shuej21,libe,0,,,141378,,,,-78.1445912321156,38.8906863345162
52847,1401,141379,1,libe,,,,1.3,,,,,,1,recruit,,,CP,CP,8/16/2023 7:33:17 PM,10,LI,,,,,,,,,,,,,,,,,59ab638b-3d2b-4142-84b8-640caf47b229,8/16/2023 7:33:18 PM,shuej21,8/16/2023 7:33:18 PM,shuej21,libe,0,,,141379,,,,-78.1445303551017,38.8907276068315
