"tag","table","OBJECTID","quadrat","StemTag","lx","ly","dbh_previous","hom","codes_previous","status_previous","status_2022","comment_2022","mortality","census_status","dbh_current","status_current","codes_current","code_choices","notes_current","DBH check","living_status","crown_position","crown_intact","crown_living","fad","fad_choices","liana_load","lean_angle","wounded_main_stem","rotting_trunk","canker_swelling_deformity","dead_with_resprout","crown_check","GlobalID","CreationDate","Creator","EditDate","Editor","species","dbh_previous_mm","numeric_tag","hom_alert","lean_direction","sp","tree_type","NAD83_X","NAD83_Y","personnel_list","personnel","date_measured","multi stemmed","x","y","dbh_if_dead","mort_status"
60592,"old_trees",42796,"0615",1,14,17,194,1.3,"NULL","A","A","",1,2,197,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bf125cf9-ce00-491d-b973-d41b9eaa76cd","3/30/2023 4:12:53 PM","shuej21","5/5/2023 2:33:56 PM","shuej21","cagl",194,NA,NA,NA,"cagl","1",747492.600128368,4308806.00278476,"CT","CT","5/5/2023 2:33:54 PM",0,-78.1463796450759,38.8932859899991,NA,"LI"
60593,"old_trees",42797,"0615",1,14.9,15.8,47,1.3,"M","A","","",0,1,47,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a5987782-7798-4113-b5ce-0c5ecad537e6","3/30/2023 4:12:53 PM","shuej21","5/5/2023 2:30:38 PM","shuej21","caca",47,NA,NA,NA,"caca","1",747493.527725524,4308804.82397709,"CT","CT","5/5/2023 2:30:36 PM",2,-78.1463693863192,38.8932751192468,NA,"LI"
60594,"old_trees",42798,"0615",1,19.5,15.2,NA,NA,"DN","D","","",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"941a5160-7c24-4878-ba39-833874b9acaa","3/30/2023 4:12:53 PM","shuej21","5/5/2023 3:15:42 PM","shuej21","libe",NA,NA,NA,NA,"libe","1",747498.140406592,4308804.33087531,"CT","CT","5/5/2023 3:15:41 PM",0,-78.1463164405314,38.8932693818251,NA,"DN"
60602,"old_trees",42806,"0612",1,3.7,15.5,NA,NA,"DN","D","","",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63e349bf-af13-4335-b4db-b3fd45fd216d","3/30/2023 4:12:53 PM","shuej21","5/3/2023 8:07:01 PM","shuej21","caca",NA,NA,NA,NA,"caca","1",747483.72965696,4308744.28038415,"CT","CT","5/3/2023 8:06:54 PM",0,-78.1465040500612,38.892732967405,NA,"DN"
62055,"old_trees",42862,"0618",1,7.6,2.5,157,1.3,"NULL","A","AU","",1,2,181,"LI","","CL","Corrected HOM to uphill side, higher now","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3ff4d026-3507-45a5-bbfd-b20cd72a8c28","3/30/2023 4:12:53 PM","shuej21","5/9/2023 6:27:43 PM","shuej21","fagr",157,NA,NA,NA,"fagr","1",747485.146283081,4308851.34206343,"CT","CT","5/9/2023 6:27:41 PM",0,-78.1464491467836,38.893696158309,NA,"LI"
62056,"old_trees",42863,"0618",1,6.8,5.3,NA,NA,"DS","D","","stem not sampled, info automatically filled from previous year info",0,1,0,"DT","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33a15d25-3582-45e0-a247-68adabece6a5","3/30/2023 4:12:53 PM","shuej21","5/9/2023 6:28:45 PM","shuej21","qual",NA,NA,NA,NA,"qual","1",747484.281540607,4308854.12274041,"CT","CT","5/9/2023 6:28:44 PM",0,-78.1464581038809,38.8937214276911,NA,"DT"
62057,"old_trees",42864,"0618",1,4.9,2.7,100,1.3,"NULL","A","A","",1,2,101,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ff23f84f-9cd6-4b48-bc30-70f9b8144b61","3/30/2023 4:12:53 PM","shuej21","5/9/2023 6:30:12 PM","shuej21","litu",100,NA,NA,NA,"litu","1",747482.442369668,4308851.47938151,"CT","CT","5/9/2023 6:30:02 PM",0,-78.1464802374659,38.8936981551385,NA,"LI"
62058,"old_trees",42865,"0618",1,4.4,5.8,48,1.3,"M","A","","",0,1,38,"DS","DV","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49c95914-f1ae-4b91-bd15-d279b2eb732b","3/30/2023 4:12:53 PM","shuej21","5/9/2023 6:43:05 PM","shuej21","amar",48,NA,NA,NA,"amar","1",747481.870586897,4308854.56692754,"CT","CT","5/9/2023 6:43:00 PM",3,-78.1464857099991,38.8937261051347,NA,"DS"
62059,"old_trees",42866,"0618",1,1.5,7.1,180,1.3,"NULL","A","A","",1,2,196,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6b60fe6a-429b-4965-98dd-810906c3da78","3/30/2023 4:12:53 PM","shuej21","5/9/2023 6:51:25 PM","shuej21","fagr",180,NA,NA,NA,"fagr","1",747478.941207859,4308855.7993197,"CT","CT","5/9/2023 6:51:23 PM",0,-78.1465190033491,38.8937380217759,NA,"LI"
62060,"old_trees",42867,"0618",1,4.3,4.8,203,1.3,"NULL","A","A","",1,2,227,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"889590ae-1030-4107-905b-9fd856dc23f4","3/30/2023 4:12:53 PM","shuej21","5/9/2023 6:32:25 PM","shuej21","litu",203,NA,NA,NA,"litu","1",747481.793813102,4308853.56487675,"CT","CT","5/9/2023 6:31:51 PM",0,-78.1464869559626,38.8937171082241,NA,"LI"
62061,"old_trees",42868,"0618",1,17.9,4.2,147,1.3,"NULL","A","A","",1,2,174,"LI","","","Took DBH at higher line","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4ad9007e-3c24-479f-b46d-9d4c7055a443","3/30/2023 4:12:53 PM","shuej21","5/9/2023 6:19:19 PM","shuej21","quru",147,NA,NA,NA,"quru","1",747495.404071913,4308853.2805686,"CT","CT","5/9/2023 6:19:02 PM",0,-78.1463303104872,38.8937107157123,NA,"LI"
62062,"old_trees",42869,"0618",1,13.1,8.9,97,1.3,"M","A","","stem not sampled, info automatically filled from previous year info",0,2,100,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d0a361c3-572e-48db-b58c-5f017a71e41d","3/30/2023 4:12:53 PM","shuej21","5/9/2023 6:24:02 PM","shuej21","cagl",97,NA,NA,NA,"cagl","1",747490.496327576,4308857.86792704,"CT","CT","5/9/2023 6:23:55 PM",1,-78.1463851795651,38.8937533853119,NA,"LI"
62063,"old_trees",42870,"0618",1,11.2,9.1,NA,NA,"DC","D","","stem not sampled, info automatically filled from previous year info",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"854d4933-4c34-4a20-8e58-0ea6d32539bb","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:38:13 PM","shuej21","cofl",NA,NA,NA,NA,"cofl","1",747488.592198619,4308858.02381456,"CT","CT","5/9/2023 7:38:11 PM",0,-78.146407052637,38.8937553248075,NA,"DN"
62064,"old_trees",42871,"0618",1,10.4,10,NA,NA,"DN","D","","stem not sampled, info automatically filled from previous year info",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79d0247f-63b5-4dc3-980c-e42929880e91","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:37:54 PM","shuej21","unk",NA,NA,NA,NA,"unk","1",747487.7715348,4308858.9050029,"CT","CT","5/9/2023 7:37:53 PM",0,-78.1464161867035,38.8937634869061,NA,"DN"
62065,"old_trees",42872,"0618",1,19,10.2,50,1.3,"NULL","A","","",0,1,50,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a2562076-15c2-404a-b5cf-603d9d097a48","3/30/2023 4:12:53 PM","shuej21","5/9/2023 6:20:42 PM","shuej21","nysy",50,NA,NA,NA,"nysy","1",747496.364580107,4308859.30447298,"CT","CT","5/9/2023 6:20:41 PM",0,-78.1463170765071,38.8937646622051,NA,"LI"
62066,"old_trees",42873,"0618",1,18,11.6,557,1.3,"NULL","A","A","",1,2,566,"LI","","","Replaced tag","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fe72b8e9-dc4c-4da4-b1e0-ee1c9a2f6310","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:23:33 PM","shuej21","qual",557,NA,NA,NA,"qual","1",747495.332370238,4308860.68089689,"CT","CT","5/9/2023 7:23:30 PM",0,-78.1463284680389,38.893777340933,NA,"LI"
62067,"old_trees",42874,"0618",1,18.9,12.9,NA,NA,"DT","D","","",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a478870d-a837-4dc0-b45a-dfca4b6c334a","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:40:08 PM","shuej21","cofl",NA,NA,NA,NA,"cofl","1",747496.201969397,4308862.00140638,"CT","CT","5/9/2023 7:40:06 PM",0,-78.1463179775155,38.8937889806931,NA,"DN"
62068,"old_trees",42875,"0618",1,16.8,12.4,59,1.3,"NULL","A","","",0,1,67,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9a052b34-a7d1-4505-bd21-9ecaa390ac54","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:16:15 PM","shuej21","fagr",59,NA,NA,NA,"fagr","1",747494.114134237,4308861.45282244,"CT","CT","5/9/2023 7:16:14 PM",0,-78.1463422212412,38.8937846311658,NA,"LI"
62069,"old_trees",42876,"0618",1,17.8,15.4,70,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",0,2,71,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3997cfce-e4bf-4961-b42d-4ed3abfd6552","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:13:56 PM","shuej21","cagl",70,NA,NA,NA,"cagl","1",747495.044267221,4308864.47521431,"CT","CT","5/9/2023 7:13:54 PM",0,-78.1463304191769,38.8938115722273,NA,"LI"
62070,"old_trees",42877,"0618",1,18.1,19.5,149,1.3,"NULL","A","A","",1,2,153,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d5756d63-a709-4711-aa59-32e61a7005dc","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:28:22 PM","shuej21","cato",149,NA,NA,NA,"cato","1",747495.24906915,4308868.58108062,"CT","CT","5/9/2023 7:28:21 PM",0,-78.1463265797762,38.8938484687336,NA,"LI"
62071,"old_trees",42878,"0618",1,16.1,14.3,139,1.3,"NULL","A","A","",1,2,156,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b53ec6ac-8dfa-4410-bf2e-134a658b0488","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:36:09 PM","shuej21","fagr",139,NA,NA,NA,"fagr","1",747493.37024398,4308863.33607157,"CT","CT","5/9/2023 7:36:06 PM",0,-78.1463501102425,38.8938017915603,NA,"LI"
62072,"old_trees",42879,"0618",1,15.8,16.5,153,1.35,"A","A","A","",1,2,168,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"510ade83-dc87-450b-8233-3d9ba6f4f565","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:12:15 PM","shuej21","litu",153,NA,NA,NA,"litu","1",747493.019286048,4308865.52852967,"CT","CT","5/9/2023 7:12:00 PM",0,-78.1463533612432,38.8938216220744,NA,"LI"
62073,"old_trees",42880,"0618",1,13.9,18.2,92,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",0,1,93,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c60b2bc8-ae29-4aee-a3ce-31152077a244","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:10:33 PM","shuej21","cagl",92,NA,NA,NA,"cagl","1",747491.080358385,4308867.18400347,"CT","CT","5/9/2023 7:10:32 PM",0,-78.1463750941772,38.8938370687994,NA,"LI"
62074,"old_trees",42881,"0618",1,10.2,19.4,177,1.3,"NULL","A","A","",1,2,183,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dd67bf8f-b301-44a7-b49e-6e85c6258130","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:08:58 PM","shuej21","litu",177,NA,NA,NA,"litu","1",747487.353515516,4308868.29782313,"CT","CT","5/9/2023 7:08:51 PM",0,-78.146417615019,38.8938481429248,NA,"LI"
62075,"old_trees",42882,"0618",1,12.6,13.4,84,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",0,1,90,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"543100e3-a239-43fa-b9f0-73117bb34d93","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:31:50 PM","shuej21","cagl",84,NA,NA,NA,"cagl","1",747489.892065332,4308862.35511627,"CT","CT","5/9/2023 7:31:49 PM",0,-78.1463905200452,38.8937939419965,NA,"LI"
62076,"old_trees",42883,"0618",1,11.2,12.1,NA,NA,"DS","D","","stem not sampled, info automatically filled from previous year info",0,1,0,"DC","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"def6789f-712a-495e-a8cf-81e8fecc84f1","3/30/2023 4:12:53 PM","shuej21","5/9/2023 6:25:36 PM","shuej21","qual",NA,NA,NA,NA,"qual","1",747488.522600743,4308861.02300714,"CT","CT","5/9/2023 6:25:34 PM",0,-78.1464067732593,38.893782337895,NA,"DC"
62077,"old_trees",42884,"0618",1,3,11.2,NA,NA,"DC","D","","stem not sampled, info automatically filled from previous year info",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6767fdfe-c897-421f-9a54-f6281fe1277d","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:38:54 PM","shuej21","unk",NA,NA,NA,NA,"unk","1",747480.345687052,4308859.93301517,"CT","CT","5/9/2023 7:38:53 PM",0,-78.1465013379822,38.8937748309238,NA,"DN"
62078,"old_trees",42885,"0618",1,2.9,11.3,NA,NA,"DC","D","","stem not sampled, info automatically filled from previous year info",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0a9ff288-757e-4199-9f0f-3aeb5a82b134","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:38:38 PM","shuej21","qupr",NA,NA,NA,NA,"qupr","1",747480.243394501,4308860.03064833,"CT","CT","5/9/2023 7:38:36 PM",0,-78.1465024815371,38.8937757384449,NA,"DN"
62079,"old_trees",42886,"0618",1,5.8,13,141,1.3,"NULL","A","A","",1,2,151,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cbce27b0-e547-476b-9899-342cca23d4d7","3/30/2023 4:12:53 PM","shuej21","5/9/2023 6:56:10 PM","shuej21","cagl",141,NA,NA,NA,"cagl","1",747483.103174967,4308861.79747874,"CT","CT","5/9/2023 6:56:01 PM",0,-78.1464689079111,38.8937908355934,NA,"LI"
62080,"old_trees",42887,"0618",1,8.3,10.3,46,1.3,"NULL","A","","",0,1,46,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3d8257aa-94cf-40e1-b1ca-5b064ad16877","3/30/2023 4:12:53 PM","shuej21","5/9/2023 6:53:17 PM","shuej21","nysy",46,NA,NA,NA,"nysy","1",747485.665140438,4308859.15619365,"CT","CT","5/9/2023 6:53:16 PM",0,-78.1464403549702,38.8937663409143,NA,"LI"
62081,"old_trees",42888,"0618",1,8.2,12.1,78,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fa862e41-4e64-4880-8e1a-90c8f9320fc1","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:41:00 PM","shuej21","cagl",78,NA,NA,NA,"cagl","1",747485.523408162,4308860.95340926,"CT","CT","5/9/2023 7:40:58 PM",0,-78.1464413395224,38.8937825567361,NA,"DN"
62082,"old_trees",42889,"0618",1,9.9,18.2,302,1.3,"NULL","A","A","",1,2,321,"LI","","","Corrected HOM to uphill side","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7c0ef437-3402-4e2f-9861-2b6fb1f25fa6","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:07:29 PM","shuej21","litu",302,NA,NA,NA,"litu","1",747487.081434944,4308867.0912063,"CT","CT","5/9/2023 7:07:07 PM",0,-78.1464211840252,38.8938373596551,NA,"LI"
62083,"old_trees",42890,"0618",1,8.6,17.7,NA,NA,"DC","D","","",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"958b2a0d-2014-4985-99a5-847fc2f91151","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:39:46 PM","shuej21","ceca",NA,NA,NA,NA,"ceca","1",747485.793384472,4308866.5611818,"CT","CT","5/9/2023 7:39:44 PM",0,-78.1464362083439,38.8938329527986,NA,"DN"
62084,"old_trees",42891,"0618",1,4.8,17.4,126,1.3,"NULL","A","A","",1,2,131,"LI","","","Changed HOM to uphill side","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4c7b38a6-26bb-45f2-9db8-73cc5cb962f4","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:05:20 PM","shuej21","cagl",126,NA,NA,NA,"cagl","1",747482.001367455,4308866.17308523,"CT","CT","5/9/2023 7:05:19 PM",0,-78.1464800200653,38.8938305273857,NA,"LI"
62085,"old_trees",42892,"0618",1,3.6,16.4,44,1.3,"J","A","","",0,1,45,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2925a751-2390-4c87-b9d8-1f56759a5416","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:01:47 PM","shuej21","amar",44,NA,NA,NA,"amar","1",747480.824889714,4308865.14551522,"CT","CT","5/9/2023 7:01:45 PM",0,-78.1464939403551,38.893821610194,NA,"LI"
62086,"old_trees",42893,"0618",1,5.2,16.2,56,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",0,1,57,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b8ddb0d8-a252-4a80-91d6-8f67b59437ef","3/30/2023 4:12:53 PM","shuej21","5/9/2023 6:58:35 PM","shuej21","caca",56,NA,NA,NA,"caca","1",747482.429098485,4308864.98270791,"CT","CT","5/9/2023 6:58:33 PM",0,-78.1464755239994,38.8938196930737,NA,"LI"
62087,"old_trees",42894,"0618",1,4.7,15.1,161,1.3,"NULL","A","A","",1,2,170,"LI","","","Fixed HOM to uphill side, higher","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6ffd796c-2e3d-474c-ac94-1f0bba51edcf","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:00:15 PM","shuej21","cagl",161,NA,NA,NA,"cagl","1",747481.954752276,4308863.87140432,"CT","CT","5/9/2023 7:00:13 PM",0,-78.1464813864037,38.8938098250113,NA,"LI"
62088,"old_trees",42895,"0618",1,2.4,14.1,88,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",0,1,89,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e94e70c1-fa11-4fce-9a1b-245ba2b1b51f","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:03:08 PM","shuej21","nysy",88,NA,NA,NA,"nysy","1",747479.678570589,4308862.81831509,"CT","CT","5/9/2023 7:03:06 PM",0,-78.14650798102,38.8938009875226,NA,"LI"
62089,"old_trees",42896,"0618",1,0.4,12.4,64,1.3,"J","A","","stem not sampled, info automatically filled from previous year info",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8b0baf56-fcde-4222-a44a-43a68ef22ca4","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:39:19 PM","shuej21","caca",64,NA,NA,NA,"caca","1",747477.718548129,4308861.07235405,"CT","CT","5/9/2023 7:39:18 PM",0,-78.1465311844976,38.8937858260524,NA,"DN"
62090,"old_trees",42897,"0619",1,9,4.4,101,1.3,"NULL","A","A","",1,2,101,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ddc371ee-2c18-4102-b8a7-cef828cd06df","3/30/2023 4:12:53 PM","shuej21","5/10/2023 2:10:16 PM","shuej21","nysy",101,NA,NA,NA,"nysy","1",747486.037842024,4308873.26863828,"CT","CT","5/10/2023 2:10:09 PM",0,-78.1464309765535,38.8938932525353,NA,"LI"
62091,"old_trees",42898,"0619",1,8.4,7.1,192,1.3,"NULL","A","A","",1,2,191,"LI","","","Corrected HOM to uphill side","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"af591674-4e0a-48ae-93f5-07f78145150f","3/30/2023 4:12:53 PM","shuej21","5/10/2023 2:12:22 PM","shuej21","cato",192,NA,NA,NA,"cato","1",747485.375364956,4308875.95401202,"CT","CT","5/10/2023 2:12:04 PM",0,-78.1464376366594,38.8939176087346,NA,"LI"
62092,"old_trees",42899,"0619",1,5.9,5.3,278,1.3,"NULL","A","A","",1,2,288,"LI","","","Corrected HOM to uphill side","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99228333-53d9-4617-ba0f-5dea9a31eace","3/30/2023 4:12:53 PM","shuej21","5/10/2023 2:16:50 PM","shuej21","cato",278,NA,NA,NA,"cato","1",747482.917796995,4308874.09647825,"CT","CT","5/10/2023 2:16:44 PM",0,-78.1464666109127,38.8939015824192,NA,"LI"
62093,"old_trees",42900,"0619",1,4.1,9.5,176,1.3,"NULL","A","A","",1,2,192,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"272e92d0-8b2a-4f9c-b477-050f3e912fd8","3/30/2023 4:12:53 PM","shuej21","5/10/2023 2:16:31 PM","shuej21","litu",176,NA,NA,NA,"litu","1",747481.020844188,4308878.25359914,"CT","CT","5/10/2023 2:16:00 PM",0,-78.1464869595418,38.8939395318254,NA,"LI"
62094,"old_trees",42901,"0619",1,4.5,6,NA,NA,"DC","D","","stem not sampled, info automatically filled from previous year info",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9691d83d-0643-4f27-a16a-837fce1715fa","3/30/2023 4:12:53 PM","shuej21","5/10/2023 2:47:23 PM","shuej21","amar",NA,NA,NA,NA,"amar","1",747481.501934054,4308874.76382084,"CT","CT","5/10/2023 2:47:21 PM",1,-78.1464826763778,38.8939079874933,NA,"DN"
62095,"old_trees",42902,"0619",1,2.9,7.5,173,1.3,"NULL","A","A","",1,2,176,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3b922ce1-4cfe-485e-b820-5de72b83087c","3/30/2023 4:12:53 PM","shuej21","5/10/2023 2:18:39 PM","shuej21","cato",173,NA,NA,NA,"cato","1",747479.86756574,4308876.22629826,"CT","CT","5/10/2023 2:18:35 PM",0,-78.1465009714604,38.893921610771,NA,"LI"
62096,"old_trees",42903,"0619",1,2.3,7.6,71,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",0,1,71,"LI","","","Corrected HOM mark to uphill side","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cbc650fe-2fb9-4ede-ad2d-e01642a55bbc","3/30/2023 4:12:53 PM","shuej21","5/10/2023 2:21:26 PM","shuej21","nysy",71,NA,NA,NA,"nysy","1",747479.265407063,4308876.31236177,"CT","CT","5/10/2023 2:21:02 PM",0,-78.1465078759094,38.8939225553463,NA,"LI"
62097,"old_trees",42904,"0619",1,1.7,9.7,40,1.3,"NULL","A","","",0,1,0,"DC","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a10f0507-58f2-4a11-be6a-cfdc23e743d5","3/30/2023 4:12:53 PM","shuej21","5/10/2023 2:42:46 PM","shuej21","cagl",40,NA,NA,NA,"cagl","1",747478.616850034,4308878.397877,"CT","CT","5/10/2023 2:42:44 PM",0,-78.1465145935078,38.893941508372,NA,"DC"
62098,"old_trees",42905,"0619",1,1.5,8.1,80,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",0,1,81,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"096c10b2-1ff6-425e-b272-589703b509e8","3/30/2023 4:12:53 PM","shuej21","5/10/2023 2:23:02 PM","shuej21","caca",80,NA,NA,NA,"caca","1",747478.454022728,4308876.79366777,"CT","CT","5/10/2023 2:22:57 PM",0,-78.1465170477054,38.8939271153159,NA,"LI"
62099,"old_trees",42906,"0619",1,1.5,6.4,NA,NA,"DN","D","","",0,1,0,"DN","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4edc15af-f7b8-45af-8515-ac18ac1ca0dc","3/30/2023 4:12:53 PM","shuej21","5/10/2023 2:47:02 PM","shuej21","caca",NA,NA,NA,NA,"caca","1",747478.493461989,4308875.09410531,"CT","CT","5/10/2023 2:47:01 PM",0,-78.1465172049114,38.8939118077457,NA,"DN"
62100,"old_trees",42907,"0619",1,0.8,5.1,121,1.3,"NULL","A","","stem not sampled, info automatically filled from previous year info",1,2,0,"DC","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6f8ac5c5-bfa2-4737-9de8-32a8d07e85bd","3/30/2023 4:12:53 PM","shuej21","5/10/2023 2:43:52 PM","shuej21","cato",121,NA,NA,NA,"cato","1",747477.823809002,4308873.77823568,"CT","CT","5/10/2023 2:43:39 PM",0,-78.1465253921552,38.8939001526238,0,"DC"
62101,"old_trees",42908,"0619",1,14.2,3.3,23,1.3,"NULL","A","","",0,1,21,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5f2e21ea-7187-458e-b503-74c6c1879150","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:49:48 PM","shuej21","cato",23,NA,NA,NA,"cato","1",747491.261961718,4308872.28957065,"CT","CT","5/9/2023 7:49:46 PM",0,-78.1463711622495,38.8938829691749,NA,"LI"
62102,"old_trees",42909,"0619",1,16,2.3,521,1.3,"NULL","A","A","",1,2,542,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1bf955c6-bc28-4662-85ec-99f86f7977bb","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:47:35 PM","shuej21","litu",521,NA,NA,NA,"litu","1",747493.084676559,4308871.33159852,"CT","CT","5/9/2023 7:47:29 PM",0,-78.1463505162763,38.8938738338481,NA,"LI"
62103,"old_trees",42910,"0619",1,18.4,1.1,733,1.3,"NULL","A","A","",1,2,740,"LI","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89604d1d-b876-44ff-9156-674947b82726","3/30/2023 4:12:53 PM","shuej21","5/9/2023 7:45:03 PM","shuej21","quru",733,NA,NA,NA,"quru","1",747495.511869309,4308870.18761978,"CT","CT","5/9/2023 7:45:01 PM",0,-78.1463229748372,38.8938628534157,NA,"LI"
