OBJECTID,quadrat,tag,StemTag,lx,ly,dbh_2018,hom,codes_2018,status_2018,status_2022,comment_2022,mortality,census_status,dbh_2023,status_2023,codes_2023,code_choices,notes_2023,DBH check,living_status,crown_position,crown_intact,crown_living,fad,fad_choices,liana_load,lean_angle,wounded_main_stem,rotting_trunk,canker_swelling_deformity,dead_with_resprout,crown_check,GlobalID,CreationDate,Creator,EditDate,Editor,species,dbh_2018_mm,numeric_tag,hom_alert,lean_direction
9443,1017,103416,2,9.4,8.9,,,DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,9f547da4-376a-4dc2-9e63-c0759a4b10ca,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9444,1017,103417,2,9.6,7.6,1.2,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,c3ce135b-bd9d-4f3b-b5b2-07047f18ed6b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9445,1017,103418,2,10.6,10.4,1.1,1.3,J;S;L,alive,,,0,0,,,,,,,,,,,,,,,,,,,,de02ba33-c392-48ac-917d-f1b7394cba6e,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9446,1017,103419,2,9.1,10.3,,,DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,3c2e29d3-222d-4777-b3e8-2c455d7e512d,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9447,1011,103431,2,0.1,4.3,1.3,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,860cab15-fd7b-4f63-b797-3d948f173b76,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9448,1006,103434,2,1.6,2,1.2,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,589001a0-6efa-4d88-8ec5-7dfcd12745a7,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9449,1007,103456,2,17.1,16.3,1.3,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,ed972556-8b79-4b0d-8ed2-4b27f87308a9,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9450,1007,103469,2,9.5,3.5,1.3,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,09302ad7-d860-4812-9ad9-c71322bbf72c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9451,1007,103471,2,5.4,8,1.2,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,fed0367a-7e8f-4b67-a799-bfd3ad12de52,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9452,1007,103479,2,11.3,3.4,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,0841a458-9bc6-46d8-9297-61ca014e6ce3,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9453,1010,103482,2,17.6,8.5,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,1934ea95-d909-45e7-aa6d-945563750f65,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9454,1016,103516,2,20,1.3,1,1.3,J;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,36238f17-4795-49a0-846a-fb44d03d5996,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9455,1017,103524,2,9.8,15.2,1.2,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,d34e6ef4-2be0-4da1-aaff-c374e7586766,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9456,1017,103535,2,7.2,19.7,1.3,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,3568f300-1233-49dd-a68e-7642d3c32047,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9457,1017,103537,2,14.8,16.6,1.2,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,fa742494-c48e-4915-b753-b8cc098e555c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9458,1017,103538,2,15.5,16.2,1,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,223d9d31-b638-4396-b69f-d5cb788bdc30,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9459,1017,103541,2,14.1,1,1,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,d79003df-aa55-4ed6-94c5-fed79f65ae76,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9460,1010,103608,2,0.2,8.8,1.4,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,232e0f59-f3bd-4a8c-82e5-58369cadd279,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,14,,,
9461,1010,103617,2,3.1,16.4,1.3,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,4b46ce81-b30d-40de-9c4a-99c7168b0f98,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9462,1004,104003,2,3.2,4,1.7,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,150e16ff-294f-48b9-af5b-1b7de7e8924c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,17,,,
9463,1004,104007,2,18.5,17.5,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,fff06b8f-5b5b-4ff1-bdb3-30bfa99b37a1,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9464,1004,104008,2,18.5,16.3,1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,eb9fbde7-66bd-4d80-b1ec-5c91c49135cf,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9465,1004,104009,2,18.7,11.6,1.2,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,7f58ca03-a61f-4d6b-82ee-64f447c1c57c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9466,1002,104013,2,14.9,6,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,109ba30e-aa59-4cbf-ab42-9925aa89a77a,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9467,1002,104014,2,15,14.8,1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,497f6134-0f1c-4873-b329-5a07533dbc06,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9468,1002,104030,2,3.2,8.1,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,6303b2d9-3eb4-491c-9668-7e97fbd1c8d7,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9469,1002,104038,2,3,10.6,1.2,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,741d1612-45ff-4c6c-a0ad-63a330d9c24f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9470,1004,104050,2,17.5,12.5,1.3,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,aac4250a-5883-431b-9203-c6b0281f1f7b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9471,1004,104050,3,17.5,12.5,1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,8adfdc87-d86c-4367-9416-8a5a0cead0d4,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9472,1002,104053,2,11.1,15.1,1.3,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,44d268ce-ac9d-4cf0-a216-806818ee5ac3,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9473,1002,104054,2,17.1,16.2,1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,b1a19b2e-7f9c-4542-b655-8ba6055e14ae,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9474,1002,104056,2,10.7,2.8,1.6,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,44bad81f-6e44-44eb-940e-00a3f2f67921,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,16,,,
9475,1002,104056,3,10.7,2.8,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,9629c526-097f-4e71-bc2a-eca8246ff78b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9476,1003,104058,2,2,13,1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,0c9daf73-741c-4d92-8922-6f2a68e90a84,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9477,1003,104061,2,0.8,3.8,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,21c2336f-43dd-4c7c-9c65-8abd41044cf1,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9478,1004,104069,2,9.8,13.5,1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,d360d7d6-3b6f-4586-bc94-78ce64139085,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9479,1004,104072,2,15.1,15.2,1.3,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,88bfebc8-6d0d-44fa-b8f0-31d0c6d874d9,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9480,1004,104072,3,15.1,15.2,1.2,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,f6bd4bda-0eb4-428b-a58f-d2782a2dc826,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9481,1001,104087,2,5.9,0.2,1.3,1.3,L;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,c771c93c-bf78-458f-86de-c2e539edf4d5,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9482,1001,104087,3,5.9,0.2,1,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,7e31f0c6-afd6-437e-9574-4377c6272d68,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9483,1001,104092,2,5.9,8.4,1.2,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,9d6e5441-c1f2-4071-a0fa-e4ec30033f95,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9484,1001,104093,2,8.8,8.2,1.2,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,fa82d52f-53cc-4ad6-8b14-d0cf7412af04,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9485,1001,104101,2,9.7,8.8,1.2,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,1e377e57-2111-44ab-8b07-07a4c369aa47,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9486,1001,104103,2,11.5,8.1,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,8c972ff7-dc30-46a9-9432-cc349e870641,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9487,1005,104110,2,14.5,18.4,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,bafd109d-a795-44e4-ba0f-6d99f1f801be,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9488,1001,104115,2,17.1,16.2,1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,384cc41f-730c-4371-b429-b84a3465cfab,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9489,1005,104129,2,3.7,14,1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,86d542c6-25ff-4016-a31a-059a162a66b5,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9490,1005,104130,2,11.1,18,1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,2eb5b362-ccc1-4215-8617-96b9dc81e891,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9491,1005,104131,2,11.2,18.3,1.2,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,8a3a0801-185b-4f0a-85c8-2d9cdccb3548,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9492,1005,104131,3,11.2,18.3,1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,540b9e70-4b54-4a52-8dca-b88b01446754,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9493,1001,104137,2,14.7,10.7,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,1f373c05-a732-4b28-a804-8b7b5e152a27,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9494,1005,104146,2,11.4,5.2,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,ae6289c7-b4d5-4d6f-ac0e-a6f0e80e3aa1,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9495,1005,104146,3,11.4,5.2,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,bb00cde1-8d59-436b-b3db-dd92deebea0a,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9496,1001,104173,2,4.7,3.9,1.4,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,54dc23d0-9b52-4295-8de1-ff6697735a82,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,14,,,
9497,1001,104173,3,4.7,3.9,1.3,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,012220b0-ad26-4b14-9254-767e7b90841c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9498,1001,104173,4,4.7,3.9,1.2,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,8921639d-849a-41a8-8752-096d0873a7da,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9499,1001,104174,2,8.6,5.2,1.5,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,0e8d63db-75a9-4d60-96a8-6cd835be7c55,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,15,,,
9500,1001,104177,2,3.8,4.8,1.3,1.3,J;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,7bba65a5-a65f-4e42-aa56-48d4ca6d58ca,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9501,1001,104180,2,4.2,3.1,1.7,1.3,L;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,9bd32308-c1ff-4994-971a-21db84b3a9b1,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,17,,,
9502,1001,104180,3,4.2,3.1,1,1.3,L;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,1e4c07f4-a32d-487c-b73c-9286220f0b9d,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9503,1001,104181,2,3.6,3.3,1.3,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,ca9f6a30-2b06-41d0-9246-321194551a81,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9504,1001,104181,3,3.6,3.3,1.1,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,90b3f71c-3dad-4018-8d63-2fbb7821ae7e,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9505,1001,104182,2,3.2,3.8,1,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,1573dad3-42c8-4fd7-9c2f-42a31052fa60,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9506,1001,104183,2,2.7,5.5,1.5,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,f318e3b7-de17-461a-8613-dcd83a95cd12,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,15,,,
9507,1001,104183,3,2.7,5.5,1.2,1.3,J;S;L,alive,,,0,0,,,,,,,,,,,,,,,,,,,,92c208f8-9a22-4178-ab46-c5c49a25e2f5,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9508,1001,104184,2,2.3,4.4,1.6,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,e7b979e7-ca19-48bf-8a8d-64e1e18baeab,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,16,,,
9509,1001,104184,3,2.3,4.4,1.5,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,6cb4bae9-b448-4ed4-b3d7-2b75129cc791,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,15,,,
9510,1001,104184,4,2.3,4.4,1,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,c7ae0a48-d5b7-4c8d-9e0c-06ddc86e87ea,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9511,1001,104186,2,1.6,4.1,1.3,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,c98e0501-fbe5-4025-a5a7-34b43e9c0ffe,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9512,1001,104187,2,0.4,3.5,1.5,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,c2b4aabb-862b-45ae-97b3-6914ae4d402c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,15,,,
9513,1001,104187,3,0.4,3.5,1,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,0595bd82-0343-497e-b7b6-f2f94b53bbc3,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9514,1001,104187,4,0.4,3.5,1,1.3,S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,67e4bdaa-696c-4af1-acf3-27e2c6117713,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9515,1101,110003,2,19.8,1.8,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,dbe10ed8-8e5b-4c31-a17e-6fd085b8d7e9,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9516,1101,110006,2,17.9,1.1,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,eb479e96-4e75-419e-8bda-0bc97a9e223f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9517,1101,110010,2,17.6,2,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,f304c365-40f2-44ce-bcde-86b89a7c5c48,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9518,1101,110011,2,11.8,1.9,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,2c59509c-4d0b-4f22-80c0-5e07ce004fbf,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9519,1101,110011,3,11.8,1.9,1.8,1.3,F;DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,2d3678c9-6c1f-4db0-a601-fed0a4f45a0d,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,18,,,
9520,1101,110012,2,15.9,1.1,,,F;DC,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,8dca51ef-35f6-422d-a6f9-adb26b6ba2f5,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9521,1101,110012,3,15.9,1.1,1.4,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,b83624ce-c408-4c99-96c6-528f49401676,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,14,,,
9522,1101,110017,2,13,3.2,1.9,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,84a66dd8-5fba-477e-8119-33d1acbaa683,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,19,,,
9523,1101,110018,2,12.6,1.6,1.9,1.3,F;DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,6a7286aa-f3f9-4c60-9af7-638e6332c601,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,19,,,
9524,1101,110018,3,12.6,1.6,1.6,1.3,F;DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,b6c7b6a1-654b-4ebf-9832-1ea720f30ed2,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,16,,,
9525,1101,110019,2,11.5,2,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,8113b58c-d1f8-4191-b573-e62d700d360d,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9526,1101,110019,3,11.5,2,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,e2b1c47d-cde6-42ad-9f1c-8c9fd6d54d5b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9527,1101,110020,2,11.8,3,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,efdc99f6-8ba3-4564-85d8-2216d4ab52e8,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9528,1101,110020,3,11.8,3,1.1,1.3,F;DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,3448e1e1-e841-479a-b656-048388fe8801,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9529,1101,110022,2,12.9,0.9,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,7ea040d2-fb65-4f66-a147-567e01f33a31,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9530,1101,110022,3,12.9,0.9,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,95e4244c-8f49-41e2-86c1-36a5f3d14a1d,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9531,1101,110023,2,11.3,0.7,2,1.3,F;DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,428d904b-e664-41cb-95a4-be9c710b85e7,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,20,,,
9532,1101,110024,2,10.6,0.6,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,06dc2c8d-92c0-4298-9413-b2b8ffa330cc,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9533,1101,110024,3,10.6,0.6,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,8bab0f5f-8189-41e7-bda2-66057820278f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9534,1101,110026,2,10.1,3.1,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,ecd67fe3-2584-4de9-b40c-5978eeef0a38,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9535,1101,110026,3,10.1,3.1,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,1c87001a-def0-44ea-8b7f-c072c2227482,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9536,1101,110026,4,10.1,3.1,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,5d2e973a-5f5f-404b-9b0b-a971919a3c5f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9537,1101,110026,5,10.1,3.1,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,f4d9f7eb-58a4-4daa-8886-e4cf9f5ee30f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9538,1101,110026,6,10.1,3.1,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,a1152e05-f511-46b3-a960-b2e3c99a0c3c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9539,1101,110026,7,10.1,3.1,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,50d718b8-3b58-4792-89fa-b8be73a2708b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9540,1101,110026,8,10.1,3.1,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,54015144-6698-4610-b4ea-d7a5c4926ac8,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9541,1101,110028,2,11.2,5,1,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,dcb983c5-e24b-47dd-a562-bef5619e9e3b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9542,1101,110030,2,13.4,4.1,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,0519d83a-1f7b-429a-a8b8-b43cf09bd3d6,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9543,1101,110031,2,13.8,4.9,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,2189ed44-2fe6-4729-9035-4a65a491ca53,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9544,1101,110034,2,15.6,4.3,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,6db54dea-620e-4703-a786-efbb51f3caca,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9545,1101,110036,2,18.1,3.7,1.5,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,74ca565a-60a7-4f16-917a-731c64496e5e,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,15,,,
